Sample_ID,HybSeq_ID
S0657,S0657d
S0658,S0658
S0659,S0659
S0659,S0659b
S0660,S0660
S0660,S0660-2
S0661,S0661
S0661,S0661b
S0662,S0662
S0663,S0663
S0663,S0663b
S0663,S0663c
S0664,S0664
S0666,S0666
S0666,S0666b
S0667,S0667
S0667,S0667b
S0668,S0668
S0669,S0669
S0670,S0670
S0670,S0670b
S0671,S0671
S0671,S0671b
S0672,S0672
S0673,S0673
S0674,S0674
S0674,S0674b
S0675,S0675
S0677,S0677
S0677,S0677b
S0678,S0678
S0678,S0678b
S0680,S0680
S0681,S0681
S0682,S0682
S0683,S0683
S0683,S0683b
S0684,S0684
S0686,S0686
S0686,S0686b
S0687,S0687
S0687,S0687b
S0688,S0688
S0689,S0689
S0690,S0690
S0691,S0691
S0691,S0691b
S0692,S0692
S0698,S0698
S0698,S0698-2
S0698,S0698b
S0699,S0699
S0702,S0702
S0702,S0702b
S0702,S0702c
S0704,S0704
S0706,S0706
S0706,S0706b
S0706,S0706c
S0706,S0706d
S0707,S0707
S0707,S0707-2
S0707,S0707b
S0708,S0708
S0709,S0709
S0709,S0709b
S0710,S0710
S0711,S0711-2
S0713,S0713
S0714,S0714
S0714,S0714b
S0715,S0715
S0716,S0716
S0717,S0717
S0717,S0717b
S0718,S0718
S0719,S0719
S0719,S0719b
S0719,S0719c
S0719,S0719d
S0720,S0720
S0721,S0721
S0721,S0721-2
S0722,S0722
S0723,S0723
S0724,S0724
S0724,S0724-2
S0724,S0724b
S0724,S0724c
S0724,S0724d
S0724,S0724f
S0724,S1466
S0726,S0726
S0726,S0726b
S0727,S0727
S0728,S0728
S0728,S0728-2
S0728,S0728b
S0728,S1479
S0729,S0729
S0729,S0729-2
S0731,S0731
S0731,S0731-2
S0732,S0732
S0732,S0732b
S0733,S0733
S0733,S0733-2
S0734,S0734
S0734,S0734-2
S0735,S0735
S0736,S0736
S0736,S0736-2
S0738,S0738
S0738,S0738-2
S0738,S0738b
S0739,S0739
S0740,S0740
S0740,S0740b
S0741,S0741
S0742,S0742
S0743,S0743
S0743,S0743b
S0744,S0744
S0744,S0744-2
S0744,S0744b
S0744,S0744c
S0745,S0745
S0745,S0745b
S0746,S0746
S0747,S0747
S0747,S0747-2
S0747,S0747b
S0747,S0747c
S0747,S1538
S0748,S0748
S0751,S0751
S0752,S0752
S0752,S0752b
S0753,S0753
S0753,S0753b
S0753,S0753c
S0754,S0754
S0755,S0755
S0755,S0755b
S0755,S0755c
S0756,S0756
S0757,S0757
S0758,S0758
S0758,S0758b
S0759,S0759
S0759,S0759-5
S0760,S0760
S0761,S0761
S0761,S0761-2
S0761,S0761b
S0761,S0761c
S0762,S0762
S0762,S0762-2
S0763,S0763
S0764,S0764
S0765,S0765
S0766,S0766
S0766,S0766b
S0767,S0767
S0768,S0768
S0768,S0768b
S0768,S0768c
S0770,S0770
S0771,S0771
S0772,S0772
S0773,S0773
S0773,S0773b
S0774,S0774
S0774,S0774b
S0775,S0775
S0775,S0775b
S0777,S0777
S0778,S0778
S0779,S0779
S0779,S0779b
S0779,S0779d
S0781,S0781
S0782,S0782
S0782,S0782b
S0783,S0783
S0784,S0784
S0785,S0785
S0785,S0785b
S0786,S0786
S0786,S0786b
S0787,S0787
S0788,S0788
S0789,S0789
S0789,S0789b
S0790,S0790
S0791,S0791
S0791,S0791b
S0791,S0791c
S0791,S0791d
S0792,S0792
S0793,S0793
S0794,S0794
S0795,S0795
S0796,S0796
S0797,S0797
S0797,S0797b
S0797,S0797c
S0797,S0797d
S0798,S0798
S0798,S0798b
S0798,S0798c
S0799,S0799
S0801,S0801
S0801,S0801b
S0804,S0804
S0804,S0804b
S0806,S0806
S0807,S0807
S0809,S0809
S0809,S0809b
S0810,S0810
S0811,S0811
S0813,S0813
S0815,S0815
S0816,S0816
S0816,S0816b
S0817,S0817
S0817,S0817b
S0817,S0817c
S0818,S0818
S0819,S0819
S0820,S0820
S0821,S0821
S0821,S0821b
S0822,S0822
S0822,S0822b
S0823,S0823
S0824,S0824
S0825,S0825
S0825,S0825b
S0825,S0825c
S0827,S0827
S0828,S0828
S0828,S0828b
S0828,S0828c
S0828,S0828d
S0829,S0829
S0831,S0831
S0831,S0831b
S0832,S0832
S0832,S0832b
S0833,S0833
S0833,S0833b
S0834,S0834
S0836,S0836
S0838,S0838
S0838,S0838-2
S0839,S0839
S0839,S0839b
S0839,S0839c
S0840,S0840
S0840,S0840b
S0841,S0841
S0841,S0841b
S0841,S0841c
S0844,S0844
S0845,S0845
S0846,S0846
S0846,S0846b
S0847,S0847
S0848,S0848
S0850,S0850
S0851,S0851
S0852,S0852
S0852,S0852-2
S0855,S0855
S0856,S0856
S0856,S0856-2
S0857,S0857
S0857,S0857b
S0857,S0857c
S0860,S0860
S0861,S0861
S0861,S0861b
S0862,S0862
S0863,S0863
S0863,S0863b
S0863,S0863c
S0864,S0864
S0865,S0865
S0866,S0866
S0866,S0866b
S0867,S0867
S0867,S0867b
S0868,S0868
S0868,S0868-2
S0868,S0868b
S0869,S0869
S0871,S0871
S0874,S0874
S0875,S0875
S0876,S0876
S0876,S0876b
S0877,S0877
S0877,S0877b
S0877,S0877c
S0878,S0878
S0880,S0880
S0881,S0881
S0882,S0882
S0883,S0883
S0884,S0884
S0884,S0884b
S0885,S0885
S0886,S0886
S0887,S0887
S0888,S0888
S0888,S0888b
S0888,S0888c
S0890,S0890
S0892,S0892
S0892,S0892-3
S0892,S0892-4
S0893,S0893
S0894,S0894
S0895,S0895
S0896,S0896
S0897,S0897
S0897,S0897b
S0898,S0898
S0898,S0898b
S0899,S0899
S0899,S0899b
S0899,S0899c
S0900,S0900-3
S0901,S0901
S0901,S0901b
S0902,S0902
S0903,S0903
S0904,S0904
S0906,S0906
S0907,S0907
S0908,S0908
S0909,S0909
S0910,S0910
S0910,S0910b
S0912,S0912
S0912,S0912-2
S0912,S0912b
S0913,S0913
S0914,S0914
S0914,S0914-2
S0914,S0914b
S0915,S0915
S0916,S0916
S0918,S0918
S0919,S0919
S0920,S0920
S0920,S0920b
S0920,S0920c
S0921,S0921
S0922,S0922
S0923,S0923
S0924,S0924
S0925,S0925
S0926,S0926
S0926,S0926b
S0927,S0927
S0928,S0928
S0929,S0929
S0929,S0929b
S0930,S0930
S0930,S0930b
S0931,S0931
S0931,S0931b
S0934,S0934
S0935,S0935
S0935,S0935b
S0936,S0936
S0937,S0937
S0939,S0939
S0939,S0939-2
S0940,S0940
S0941,S0941
S0942,S0942
S0942,S0942b
S0943,S0943
S0944,S0944
S0944,S0944b
S0945,S0945
S0945,S0945b
S0946,S0946
S0946,S0946b
S0946,S0946c
S0947,S0947
S0947,S0947-2
S0947,S0947b
S0947,S1480
S0948,S0948
S0948,S0948b
S0949,S0949
S0949,S0949b
S0951,S0951
S0951,S0951b
S0952,S0952
S0952,S0952b
S0953,S0953
S0953,S0953-2
S0953,S0953b
S0954,S0954
S0955,S0955
S0955,S0955b
S0955,S0955c
S0955,S0955d
S0956,S0956
S0957,S0957
S0957,S0957b
S0957,S0957c
S0959,S0959
S0959,S0959b
S0960,S0960
S0963,S0963
S0963,S0963b
S0963,S0963c
S0964,S0964
S0964,S0964b
S0967,S0967
S0967,S0967b
S0967,S0967c
S0968,S0968
S0968,S0968b
S0968,S0968c
S0969,S0969
S0969,S0969b
S0970,S0970
S0973,S0973
S0974,S0974
S0974,S0974b
S0975,S0975
S0978,S0978
S0978,S0978b
S0978,S0978c
S0979,S0979
S0980,S0980
S0980,S0980b
S0980,S0980c
S0981,S0981
S0981,S0981b
S0984,S0984
S0985,S0985
S0985,S0985-2
S0986,S0986
S0987,S0987
S0988,S0988
S0988,S0988b
S0988,S0988c
S0989,S0989
S0991,S0991
S0992,S0992
S0992,S0992-2
S0993,S0993
S0993,S0993-2
S0994,S0994
S0996,S0996
S0996,S0996-2
S0996,S0996b
S0998,S0998
S1000,S1000
S1000,S1000b
S1001,S1001
S1001,S1001b
S1001,S1001c
S1002,S1002
S1003,S1003
S1004,S1004
S1005,S1005
S1008,S1008
S1008,S1008-2
S1008,S1008b
S1009,S1009
S1009,S1009-2
S1009,S1009b
S1010,S1010
S1011,S1011
S1011,S1011-2
S1013,S1013
S1014,S1014
S1014,S1014b
S1015,S1015
S1015,S1015-2
S1015,S1015b
S1017,S1017
S1017,S1017b
S1018,S1018
S1018,S1018-2
S1019,S1019
S1019,S1019b
S1020,S1020
S1021,S1021
S1021,S1021b
S1022,S1022
S1023,S1023
S1023,S1023b
S1024,S1024
S1024,S1024b
S1025,S1025
S1025,S1025b
S1026,S1026
S1026,S1026b
S1028,S1028
S1028,S1028b
S1029,S1029-2
S1030,S1030-2
S1032,S1032
S1033,S1033
S1033,S1033b
S1034,S1034
S1035,S1035
S1035,S1035b
S1037,S1037
S1037,S1037b
S1038,S1038
S1039,S1039
S1039,S1039b
S1040,S1040
S1042,S1042-2
S1042,S1042-2b
S1043,S1043
S1043,S1043-2
S1043,S1043b
S1043,S1043c
S1044,S1044
S1044,S1044b
S1045,S1045
S1045,S1045b
S1050,S1050
S1050,S1050b
S1052,S1052-2
S1053,S1053-2
S1053,S1483
S1055,S1055
S1056,S1056
S1056,S1056b
S1057,S1057
S1060,S1060
S1061,S1061
S1061,S1061b
S1063,S1063-2
S1064,S1064
S1065,S1065
S1065,S1065-2
S1065,S1065b
S1066,S1066
S1066,S1066b
S1068,S1068
S1068,S1068b
S1069,S1069
S1070,S1070
S1070,S1070b
S1072,S1072
S1073,S1073-2
S1074,S1074
S1074,S1074b
S1076,S1076-2
S1077,S1077
S1078,S1078
S1078,S1078-2
S1078,S1078b
S1080,S1080
S1081,S1081-2
S1082,S1082
S1082,S1082b
S1083,S1083
S1083,S1083b
S1084,S1084-3
S1088,S1088
S1089,S1089
S1089,S1089b
S1091,S1091
S1091,S1091b
S1092,S1092
S1093,S1093-2
S1093,S1487
S1094,S1094
S1095,S1095
S1095,S1095b
S1096,S1096
S1096,S1096b
S1097,S1097
S1098,S1098
S1099,S1099
S1099,S1099b
S1100,S1100
S1101,S1101
S1101,S1101b
S1102,S1102
S1103,S1103
S1103,S1103-2
S1106,S1106-2
S1108,S1108-2
S1108,S1468
S1109,S1109-3
S1110,S1110
S1110,S1110b
S1111,S1111
S1111,S1111b
S1112,S1112
S1112,S1112b
S1113,S1113
S1113,S1113b
S1115,S1115
S1116,S1116
S1116,S1116b
S1117,S1117
S1118,S1118
S1119,S1119
S1120,S1120
S1121,S1121
S1122,S1122
S1123,S1123
S1123,S1123b
S1124,S1124
S1125,S1125
S1126,S1126
S1126,S1126-2
S1127,S1127-3
S1128,S1128
S1129,S1129
S1129,S1129b
S1129,S1129POSCON1
S1129,S1129POSCON2
S1130,S1130
S1131,S1131
S1131,S1131b
S1132,S1132
S1132,S1132b
S1133,S1133
S1133,S1133b
S1134,S1134
S1135,S1135
S1135,S1135b
S1136,S1136
S1136,S1136b
S1137,S1137
S1137,S1137b
S1138,S1138
S1138,S1138-2
S1138,S1138b
S1139,S1139
S1139,S1139-2
S1139,S1139b
S1140,S1140
S1141,S1141
S1142,S1142
S1142,S1142b
S1143,S1143
S1143,S1143-2
S1144,S1144
S1144,S1144b
S1145,S1145
S1145,S1145b
S1146,S1146
S1146,S1146b
S1147,S1147
S1147,S1147b
S1148,S1148
S1149,S1149
S1149,S1149b
S1150,S1150
S1150,S1150b
S1151,S1151
S1151,S1151b
S1152,S1152
S1152,S1152b
S1153,S1153
S1154,S1154
S1155,S1155
S1155,S1155b
S1156,S1156
S1156,S1156-2
S1156,S1156b
S1157,S1157
S1157,S1157b
S1159,S1159
S1159,S1159-2
S1160,S1160
S1163,S1163
S1164,S1164-2
S1166,S1166
S1166,S1166b
S1167,S1167
S1168,S1168
S1168,S1168b
S1169,S1169
S1169,S1169b
S1171,S1171
S1172,S1172
S1173,S1173
S1173,S1173b
S1174,S1174-2
S1175,S1175
S1175,S1175b
S1176,S1176
S1176,S1176b
S1177,S1177
S1178,S1178-2
S1179,S1179
S1180,S1180
S1180,S1180b
S1181,S1181-2
S1182,S1182
S1183,S1183
S1184,S1184
S1185,S1185
S1185,S1185b
S1186,S1186
S1187,S1187
S1187,S1187b
S1187,S1465
S1188,S1188
S1188,S1188b
S1189,S1189
S1191,S1191
S1192,S1192
S1194,S1194
S1194,S1194-2
S1195,S1195
S1196,S1196
S1197,S1197
S1198,S1198
S1199,S1199-2
S1200,S1200-2
S1201,S1201
S1201,S1201-2
S1204,S1204
S1206,S1206
S1206,S1206b
S1207,S1207-2
S1208,S1208
S1208,S1208-2
S1209,S1209
S1210,S1210
S1211,S1211
S1213,S1213
S1214,S1214-2
S1216,S1216
S1216,S1216b
S1217,S1217
S1217,S1217b
S1218,S1218
S1218,S1218b
S1219,S1219
S1219,S1219b
S1220,S1220
S1220,S1220b
S1221,S1221-2
S1222,S1222
S1222,S1222b
S1223,S1223
S1224,S1224
S1224,S1224b
S1226,S1226
S1227,S1227
S1228,S1228
S1228,S1228-2
S1228,S1228b
S1229,S1229-2
S1230,S1230
S1230,S1230b
S1231,S1231
S1231,S1231b
S1232,S1232
S1232,S1232-2
S1232,S1232b
S1232,S1467
S1234,S1234
S1234,S1234b
S1235,S1235
S1235,S1235-2
S1236,S1236
S1237,S1237
S1237,S1237b
S1238,S1238
S1238,S1238-2
S1238,S1238b
S1239,S1239
S1239,S1239b
S1240,S1240
S1240,S1240b
S1241,S1241
S1241,S1241b
S1242,S1242
S1242,S1242b
S1243,S1243
S1243,S1243b
S1244,S1244
S1244,S1244b
S1245,S1245
S1245,S1245b
S1246,S1246
S1247,S1247
S1247,S1247b
S1249,S1249
S1249,S1249b
S1250,S1250
S1250,S1250-2
S1250,S1250b
S1250,S1540
S1251,S1251
S1251,S1251b
S1252,S1252
S1254,S1254
S1254,S1254b
S1255,S1255
S1258,S1258
S1258,S1258-2
S1259,S1259-2
S1260,S1260
S1261,S1261
S1261,S1261b
S1262,S1262
S1262,S1262b
S1265,S1265
S1265,S1265b
S1266,S1266
S1266,S1266-2
S1266,S1266b
S1269,S1269
S1269,S1269b
S1269,S1269c
S1270,S1270
S1270,S1270b
S1271,S1271-3
S1273,S1273
S1274,S1274
S1275,S1275
S1275,S1275b
S1276,S1276
S1276,S1276b
S1277,S1277
S1278,S1278
S1279,S1279
S1280,S1280
S1281,S1281
S1281,S1281-2
S1282,S1282
S1282,S1282b
S1283,S1283-2
S1284,S1284
S1284,S1284b
S1285,S1285
S1286,S1286
S1288,S1288-2
S1289,S1289
S1292,S1292
S1293,S1293
S1294,S1294
S1294,S1294b
S1295,S1295
S1295,S1295b
S1296,S1296
S1297,S1297
S1297,S1297b
S1298,S1298-2
S1299,S1299
S1300,S1300
S1301,S1301
S1302,S1302
S1303,S1303
S1304,S1304
S1305,S1305
S1306,S1306
S1307,S1307
S1307,S1307-2
S1307,S1307b
S1308,S1308
S1309,S1309
S1309,S1309b
S1310,S1310
S1310,S1310b
S1311,S1311
S1311,S1311b
S1312,S1312
S1313,S1313
S1314,S1314
S1314,S1314b
S1315,S1315
S1315,S1315b
S1316,S1316
S1316,S1316-3
S1318,S1318
S1318,S1318-2
S1319,S1319
S1324,S1324
S1325,S1325
S1326,S1326
S1328,S1328
S1328,S1328-2
S1330,S1330
S1331,S1331
S1332,S1332
S1332,S1332b
S1333,S1333
S1334,S1334
S1335,S1335
S1336,S1336
S1337,S1337
S1338,S1338
S1339,S1339
S1340,S1340
S1341,S1341-2
S1342,S1342
S1343,S1343
S1343,S1343b
S1344,S1344
S1344,S1344b
S1345,S1345
S1345,S1345b
S1346,S1346
S1347,S1347
S1347,S1347b
S1348,S1348
S1348,S1348b
S1349,S1349
S1350,S1350
S1351,S1351
S1353,S1353
S1353,S1353b
S1354,S1354
S1354,S1354b
S1357,S1357
S1357,S1357b
S1358,S1358
S1359,S1359
S1359,S1359b
S1360,S1360
S1360,S1360b
S1361,S1361
S1361,S1361b
S1362,S1362
S1363,S1363
S1363,S1363b
S1364,S1364
S1365,S1365
S1365,S1365b
S1366,S1366
S1367,S1367
S1368,S1368
S1368,S1368b
S1369,S1369
S1370,S1370
S1371,S1371
S1374,S1374
S1375,S1375
S1375,S1375b
S1376,S1376
S1377,S1377
S1378,S1378
S1378,S1378b
S1381,S1381
S1382,S1382
S1384,S1384
S1386,S1386
S1386,S1386b
S1387,S1387
S1387,S1387b
S1388,S1388
S1389,S1389
S1389,S1389b
S1396,S1396
S1398,S1398
S1400,S1400
S1401,S1401
S1405,S1405
S1407,S1407
S1408,S1408
S1409,S1409
S1410,S1410
S1411,S1411
S1412,S1412
S1417,S1417
S1419,S1419
S1420,S1420
S1421,S1421
S1422,S1422
S1424,S1424
S1427,S1427-2
S1428,S1428
S1434,S1434
S1442,S1442
S1444,S1444
S1448,S1448
S1449,S1449
S1450,S1450-2
S1451,S1451
S1452,S1452-2
S1453,S1453-2
S1454,S1454
S1455,S1455
S1457,S1457
S1458,S1458
S1459,S1459
S1460,S1460
S1461,S1461
S1461,S1461-3
S1462,S1462
S1464,S1464
S1469,S1469
S1474,S1474
S1475,S1475
S1488,S1488
S1488,S1488-3
S1488,S1488-4
S1493,S1493
S1495,S1495
S1496,S1496
S1497,S1497
S1498,S1498
S1503,S1503
S1504,S1504
S1505,S1505
S1506,S1506
S1508,S1508
S1509,S1509
S1511,S1511
S1515,S1515
S1516,S1516
S1517,S1517
S1519,S1519
S1520,S1520
S1525,S1525-2
S1531,S1531
S1532,S1532
S1533,S1533
S1536,S1536
S1539,S1539
S1542,S1542
S1545,S1545
S0342,S1546
S1549,S1549
S1551,S1551
S1552,S1552
S1552,S1552-3
S1553,S1553
S1554,S1554
S1555,S1555
S1559,S1559
S1561,S1561
S1562,S1562
S1568,S1568-2
S1571,S1571
S1575,S1575
S0302,S1577
S1579,S1579
S1586,S1586
S1591,S1591
S1592,S1592
S1593,S1593
S1594,S1594
S1595,S1595
S1596,S1596
S1597,S1597
S1601,S1601
S1604,S1604
S1615,S1615
S1624,S1624
S1625,S1625
S1630,S1630
S1638,S1638
S1638,S1638-3
S1639,S1639
S1640,S1640
S1641,S1641
S1643,S1643
S1644,S1644
S1644,S1644-3
S1645,S1645
S1646,S1646
S1646,S1646-3
S1647,S1647
S1648,S1648
S1648,S1648-3
S1649,S1649
S1650,S1650
S1651,S1651
S1652,S1652
S1653,S1653
S1654,S1654
S1655,S1655
S1657,S1657
S1658,S1658
S1659,S1659
S1660,S1660
S1661,S1661
S1662,S1662
S1663,S1663
S1664,S1664
S1665,S1665
S1666,S1666
S1666,S1666-3
S1667,S1667
S1667,S1667-2
S1669,S1669
S1670,S1670
S1671,S1671
S1674,S1674
S1675,S1675
S1676,S1676
S1677,S1677
S1678,S1678
S1679,S1679
S1680,S1680
S1681,S1681
S1682,S1682
S1683,S1683
S1684,S1684
S1686,S1686
S1687,S1687
S1688,S1688
S1689,S1689
S1690,S1690
S1691,S1691
S1692,S1692
S1693,S1693
S1695,S1695
S1698,S1698
S1699,S1699
S1700,S1700
S1704,S1704
S1705,S1705
S1705,S1705-3
S1045,S1706
S1707,S1707
S1708,S1708
S1708,S1708-3
S1709,S1709
S1710,S1710
S1712,S1712
S1713,S1713
S1714,S1714
S1715,S1715
S1717,S1717
S1719,S1719
S1720,S1720
S1721,S1721
S1722,S1722
S1723,S1723
S1727,S1727
S1728,S1728
S1729,S1729
S1731,S1731
S1732,S1732
S1735,S1735
S1738,S1738
S1739,S1739
S1740,S1740
S1741,S1741
S1744,S1744
S1747,S1747
S1748,S1748
S1749,S1749
S1750,S1750
S1751,S1751
S1752,S1752
S1753,S1753
S1754,S1754
S1755,S1755
S1765,S1765
S1766,S1766
S1768,S1768
S1769,S1769
S1771,S1771
S1772,S1772
S1773,S1773
S1774,S1774
S1775,S1775
S1776,S1776
S1777,S1777
S1778,S1778
S1779,S1779
S1780,S1780
S1781,S1781
S1782,S1782
S1783,S1783
S1784,S1784
S1785,S1785
S1786,S1786
S1787,S1787
S1788,S1788
S1789,S1789
S1790,S1790
S1791,S1791
S1792,S1792
S1793,S1793
S1794,S1794
S1794,S1794-5
S1795,S1795
S1796,S1796
S1796,S1796-5
S1797,S1797
S1798,S1798
S1799,S1799
S1800,S1800
S1801,S1801
S1802,S1802
S1803,S1803
S1804,S1804
S1805,S1805
S1806,S1806
S1807,S1807
S1808,S1808
S1809,S1809
S1810,S1810
S1811,S1811
S1812,S1812
S1813,S1813
S1814,S1814
S1815,S1815
S1816,S1816
S1817,S1817
S1818,S1818
S1819,S1819
S1820,S1820
S1821,S1821
S1822,S1822
S1823,S1823
S1824,S1824
S1825,S1825
S1826,S1826
S1827,S1827
S1828,S1828
S1829,S1829
S1830,S1830
S1831,S1831
S1832,S1832
S1833,S1833
S1834,S1834
S1835,S1835
S1836,S1836
S1837,S1837
S1838,S1838
S1839,S1839
S1840,S1840
S1841,S1841
S1842,S1842
S1843,S1843
S1844,S1844
S1845,S1845
S1846,S1846
S1847,S1847
S1848,S1848
S1849,S1849
S1850,S1850
S1851,S1851
S1852,S1852
S1853,S1853
S1854,S1854
S1855,S1855
S1856,S1856
S1857,S1857
S1858,S1858
S1859,S1859
S1860,S1860
S1861,S1861
S1862,S1862
S1863,S1863
S1864,S1864
S1865,S1865
S1866,S1866
S1867,S1867
S1868,S1868
S1869,S1869
S1870,S1870
S1871,S1871
S1872,S1872
S1873,S1873
S1874,S1874
S1875,S1875
S1876,S1876
S1877,S1877
S1878,S1878
S1879,S1879
S1880,S1880
S1881,S1881
S1882,S1882
S1883,S1883
S1884,S1884
S1885,S1885
S1886,S1886
S1887,S1887
S1888,S1888
S1889,S1889
S1890,S1890
S1891,S1891
S1892,S1892
S1893,S1893
S1894,S1894
S1895,S1895
S1896,S1896
S1897,S1897
S1898,S1898
S1899,S1899
S1900,S1900
S1901,S1901
S1902,S1902
S1903,S1903
S1904,S1904
S1905,S1905
S1906,S1906
S1907,S1907
S1908,S1908
S1909,S1909
S1910,S1910
S1911,S1911
S1912,S1912
S1913,S1913
S1914,S1914
S1915,S1915
S1916,S1916
S1917,S1917
S1918,S1918
S1919,S1919
S1920,S1920
S1921,S1921
S1922,S1922
S1923,S1923
S1924,S1924
S1925,S1925
S1926,S1926
S1927,S1927
S1928,S1928
S1929,S1929
S1930,S1930
S1931,S1931
S1932,S1932
S1933,S1933
S1934,S1934
S1935,S1935
S1936,S1936
S1937,S1937
S1938,S1938
S1939,S1939
S1940,S1940
S1941,S1941
S1942,S1942
S1943,S1943
S1944,S1944
S1945,S1945
S1946,S1946
S1947,S1947
S1948,S1948
S1949,S1949
S1950,S1950
S1951,S1951
S1952,S1952
S1953,S1953
S1954,S1954
S1955,S1955
S1956,S1956
S1957,S1957
S1958,S1958
S1959,S1959
S1960,S1960
S1961,S1961
S1962,S1962
S1963,S1963
S1963,S1963-5
S1964,S1964
S1966,S1966
S1967,S1967
S1968,S1968
S1969,S1969
S1970,S1970
S1971,S1971
S1972,S1972
S1973,S1973
S1974,S1974
S1975,S1975
S1976,S1976
S1977,S1977
S1977,S1977-5
S1978,S1978
S1979,S1979
S1980,S1980
S1981,S1981
S1982,S1982
S1983,S1983
S1984,S1984
S1985,S1985
S1986,S1986
S1987,S1987
S1988,S1988
S1989,S1989
S1990,S1990
S1991,S1991
S1992,S1992
S1993,S1993
S1994,S1994
S1995,S1995
S1996,S1996
S1997,S1997
S1998,S1998
S1999,S1999
S2000,S2000
S2001,S2001
S2002,S2002
S2003,S2003
S2004,S2004
S2005,S2005
S2006,S2006
S2007,S2007
S2008,S2008
S2009,S2009
S2010,S2010
S2011,S2011
S2012,S2012
S2013,S2013
S2014,S2014
S2015,S2015
S2016,S2016
S2017,S2017
S2018,S2018
S2019,S2019
S2020,S2020
S2021,S2021
S2022,S2022
S2023,S2023
S2024,S2024
S2025,S2025
S2026,S2026
S2027,S2027
S2028,S2028
S2029,S2029
S2030,S2030
S2031,S2031
S2032,S2032
S2033,S2033
S2034,S2034
S2035,S2035
S2036,S2036
S2037,S2037
S2038,S2038
S2039,S2039
S2040,S2040
S2041,S2041
S2042,S2042
S2043,S2043
S2044,S2044
S2045,S2045
S2046,S2046
S2047,S2047
S2048,S2048
S2049,S2049
S2050,S2050
S2051,S2051
S2052,S2052
S2053,S2053
S2054,S2054
S2055,S2055
S2056,S2056
S2057,S2057
S2058,S2058
S2059,S2059
S2060,S2060
S2061,S2061
S2062,S2062
S2063,S2063
S2064,S2064
S2065,S2065
S2066,S2066
S2067,S2067
S2068,S2068
S2069,S2069
S2070,S2070
S2071,S2071
S2072,S2072
S2073,S2073
S2074,S2074
S2075,S2075
S2076,S2076
S2077,S2077
S2078,S2078
S2079,S2079
S2080,S2080
S2081,S2081
S2082,S2082
S2083,S2083
S2084,S2084
S2085,S2085
S2086,S2086
S2087,S2087
S2088,S2088
S2089,S2089
S2090,S2090
S2091,S2091
S2092,S2092
S2093,S2093
S2094,S2094
S2095,S2095
S2096,S2096
S2097,S2097
S2098,S2098
S2099,S2099
S2100,S2100
S2101,S2101
S2102,S2102
S2103,S2103
S2104,S2104
S2105,S2105
S2106,S2106
S2107,S2107
S2108,S2108
S2109,S2109
S2110,S2110
S2111,S2111
S2112,S2112
S2113,S2113
S2114,S2114
S2115,S2115
S2116,S2116
S2117,S2117
S2118,S2118
S2119,S2119
S2120,S2120
S2121,S2121
S2122,S2122
S2123,S2123
S2124,S2124
S2125,S2125
S2126,S2126
S2127,S2127
S2128,S2128
S2129,S2129
S2130,S2130
S2131,S2131
S2132,S2132
S2133,S2133
S2134,S2134
S2135,S2135
SRR11470309,SRR11470309
SRR11470310,SRR11470310
SRR11470311,SRR11470311
SRR11470312,SRR11470312
SRR11470313,SRR11470313
SRR11470314,SRR11470314
SRR11470315,SRR11470315
SRR11470316,SRR11470316
SRR11470317,SRR11470317
SRR11470318,SRR11470318
SRR11470319,SRR11470319
SRR11470320,SRR11470320
SRR11470321,SRR11470321
SRR11470322,SRR11470322
SRR11470323,SRR11470323
SRR11470324,SRR11470324
SRR11470325,SRR11470325
SRR11470326,SRR11470326
SRR6441723,SRR6441723
SRR8528336,SRR8528336
SRR8528337,SRR8528337
SRR8528338,SRR8528338
SRR8528339,SRR8528339
SRR8528340,SRR8528340
SRR8528341,SRR8528341
SRR8528342,SRR8528342
SRR8528343,SRR8528343
SRR8528344,SRR8528344
SRR8528345,SRR8528345
SRR8528346,SRR8528346
SRR8528347,SRR8528347
SRR8528348,SRR8528348
SRR8528349,SRR8528349
SRR8528350,SRR8528350
SRR8528351,SRR8528351
SRR8528352,SRR8528352
SRR8528353,SRR8528353
SRR8528354,SRR8528354
SRR8528355,SRR8528355
SRR8528356,SRR8528356
SRR8528357,SRR8528357
SRR8528358,SRR8528358
SRR8528359,SRR8528359
SRR8528360,SRR8528360
SRR8528361,SRR8528361
SRR8528362,SRR8528362
SRR8528363,SRR8528363
SRR8528364,SRR8528364
SRR8528365,SRR8528365
SRR8528366,SRR8528366
SRR8528367,SRR8528367
SRR8528368,SRR8528368
SRR8528369,SRR8528369
SRR8528370,SRR8528370
SRR8528371,SRR8528371
SRR8528372,SRR8528372
SRR8528373,SRR8528373
SRR8528374,SRR8528374
SRR8528375,SRR8528375
SRR8528376,SRR8528376
SRR8528377,SRR8528377
SRR8528378,SRR8528378
SRR8528379,SRR8528379
SRR8528380,SRR8528380
SRR8528381,SRR8528381
SRR8528382,SRR8528382
SRR8528383,SRR8528383
SRR8528384,SRR8528384
SRR8528385,SRR8528385
SRR8528386,SRR8528386
SRR8528387,SRR8528387
SRR8528388,SRR8528388
SRR8528389,SRR8528389
SRR8528390,SRR8528390
SRR8528391,SRR8528391
SRR8528392,SRR8528392
SRR8528393,SRR8528393
SRR8528394,SRR8528394
SRR8528395,SRR8528395
SRR8528396,SRR8528396
