SAMPLE	SPECIES_NAME_PRINT	FAMILY	TRIBE	SUPERTRIBE	GENUS	Type_status	loci_remaining
S2585	Crucihimalaya rupicola	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1203
S2978	Crucihimalaya stricta	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1191
S3453	Crucihimalaya stricta	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1206
S3264	Crucihimalaya tenuisiliqua	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1194
S3762	Crucihimalaya tibetica	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1119
S3810	Crucihimalaya virgata	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1214
S2266	Crucihimalaya virgata	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		68
S2339	Crucihimalaya wallichii	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		1181
SRR28731540	Crucihimalaya wallichii	Brassicaceae	Crucihimalayeae	Camelinodae (I)	Crucihimalaya		
S1251	Cryptospora falcata	Brassicaceae	Euclidieae	Hesperodae (III)	Cryptospora		1122
S4241	Cryptospora inconspicua	Brassicaceae	Euclidieae	Hesperodae (III)	Cryptospora		235
S2670	Cryptospora trichocarpa	Brassicaceae	Euclidieae	Hesperodae (III)	Cryptospora		1161
S1111	Cuprella homalocarpa	Brassicaceae	Alysseae	Arabodae (IV)	Cuprella		1200
S0293	Cusickiella douglasii	Brassicaceae	Boechereae	Camelinodae (I)	Cusickiella		1059
S0749	Cusickiella douglasii	Brassicaceae	Boechereae	Camelinodae (I)	Cusickiella		
S2745	Cusickiella quadricostata	Brassicaceae	Boechereae	Camelinodae (I)	Cusickiella		1202
PAFTOL_023435	Cylicomorpha parviflora	Caricaceae			#N/A		529
S3730	Cymatocarpus grossheimii	Brassicaceae	Euclidieae	Hesperodae (III)	Cymatocarpus		1030
S2253	Cymatocarpus heterophyllus	Brassicaceae	Euclidieae	Hesperodae (III)	Cymatocarpus		946
S0624	Cymatocarpus pilosissimus	Brassicaceae	Euclidieae	Hesperodae (III)	Cymatocarpus		1091
SRR28153720	Dactylaena boliviensis	Cleomaceae			Dactylaena		86
SRR28153933	Dactylaena ekmanii	Cleomaceae			Dactylaena		125
PAFTOL_019381	Dactylaena microphylla	Cleomaceae			Dactylaena		596
ERR7621945	Dactylaena microphylla	Cleomaceae			Dactylaena		596
SRR28153602	Dactylaena microphylla	Cleomaceae			Dactylaena		28
S1716	Dactylaena microphylla	Cleomaceae			Dactylaena		
SRR28153600	Dactylaena monandra	Cleomaceae			Cleome		136
SRR28153599	Dactylaena pauciflora	Cleomaceae			Dactylaena		117
SRR28153598	Dactylaena pohliana	Cleomaceae			Dactylaena		140
SRR28153780	Dactylaena zmarztyae	Cleomaceae			Dactylaena		268
S1043	Dactylocardamum imbricatifolium	Brassicaceae	Eudemeae	Heliophilodae (V)	Dactylocardamum		1093
S0748	Degenia velebitica	Brassicaceae	Alysseae	Arabodae (IV)	Degenia		1167
S0751	Delpinophytum patagonicum	Brassicaceae	Unplaced	unplaced	Delpinophytum		1112
S0795	Dendroarabis fruticulosa	Brassicaceae	Arabideae	Arabodae (IV)	Dendroarabis		1127
S4010	Dendroarabis fruticulosa	Brassicaceae	Arabideae	Arabodae (IV)	Dendroarabis		1214
S2187	Descurainia adenophora	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1184
23Q63	Descurainia antarctica	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1170
23Q64	Descurainia antarctica	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1127
S2457	Descurainia antarctica	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1196
SRR8528344	Descurainia artemisioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		856
SRR22964337	Descurainia artemisioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		909
S0314	Descurainia artemisioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1104
RB328	Descurainia artemisioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1199
SRR27406226	Descurainia artemisioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1223
23Q48	Descurainia athrocarpa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1126
S0921	Descurainia bourgaeana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1137
SRR22964336	Descurainia bourgaeana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1223
SRR27406225	Descurainia bourgaeana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1224
ODN55	Descurainia bourgaeana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1218
SRR27406224	Descurainia bourgaeana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1224
S2437	Descurainia brevisiliqua	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1188
23R38	Descurainia californica	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1175
S3400	Descurainia canoensis	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1213
S3017	Descurainia canoensis	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1183
S2183	Descurainia cleefii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1194
S1005	Descurainia depressa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1182
ERR4207881	Descurainia erodiifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		918
S1034	Descurainia erodiifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1210
SRR27406223	Descurainia gilva	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
S0605	Descurainia gilva	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1218
RB326	Descurainia gilva	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1221
SRR27406222	Descurainia gilva	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
SRR22964335	Descurainia gilva	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		154
S1308	Descurainia gonzalezii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1173
SRR27406221	Descurainia gonzalezii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1220
ODN54	Descurainia gonzalezii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1218
S0604	Descurainia gonzalezii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
S2016	Descurainia hartwegiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1010
S2007	Descurainia impatiens	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1134
S2477	Descurainia incana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1217
S0864	Descurainia incisa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1138
S2985	Descurainia kenheilii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1220
S2797	Descurainia kochii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
SRR22964334	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		164
S1559	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1185
S1495	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
RB327	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
SRR27406234	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1223
SRR27406232	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1208
S0705	Descurainia lemsii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
S2000	Descurainia longipedicellata	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1191
S3858	Descurainia longipedicellata	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1208
S0598	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1112
SRR27406233	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1224
SRR27421742	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1224
ODN53	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1217
SRR27406231	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1223
SRR22964333	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		194
SRR27406228	Descurainia millefolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1218
S1019	Descurainia myriophylla	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1038
S2938	Descurainia nelsonii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1220
S3456	Descurainia nelsonii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1217
23Q47	Descurainia nuttallii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1191
23Q62	Descurainia nuttallii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1160
S1275	Descurainia obtusa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1204
S2449	Descurainia paradisa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1200
S2180	Descurainia pimpinellifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1190
SRR11653878	Descurainia pinnata	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1082
S0579	Descurainia pinnata	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1112
23R36	Descurainia pinnata subsp. halictorum	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1144
SRR22964332	Descurainia preauxiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		337
RB325	Descurainia preauxiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1222
SRR27406230	Descurainia preauxiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1219
SRR27406229	Descurainia preauxiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1215
S0704	Descurainia preauxiana	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1098
SRR28037951	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		764
S1407	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1203
ERR5554879	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		133
SRR27183502	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1172
S0550	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
S0730	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
ERR2990236	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		111
SRR28037950	Descurainia sophia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
SRR11653877	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		462
SRR4128966	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1225
S1995	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1195
SRR4128964	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
SRR4128965	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
SRR4128967	Descurainia sophioides	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		
S2022	Descurainia streptocarpa	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1203
S3902	Descurainia stricta	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1203
S0325	Descurainia tanacetifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1134
SRR27406227	Descurainia tanacetifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1224
RB949	Descurainia tanacetifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1216
RB52	Descurainia tanacetifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1216
ERR2990251	Descurainia tanacetifolia	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		111
S2485	Descurainia virletii	Brassicaceae	Descurainieae	Camelinodae (I)	Descurainia		1200
S0336	Diceratella alata	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1036
S0342	Diceratella canescens	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1110
S3014	Diceratella elliptica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		767
S0337	Diceratella elliptica	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1067
S1114	Diceratella floccosa	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1045
S0338	Diceratella incana	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1131
S0339	Diceratella inermis	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1046
S0838	Diceratella psilotrichoides	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		780
S0340	Diceratella revoilii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1052
S4418	Diceratella smithii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		1125
S1548	Diceratella smithii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		33
S4420	Diceratella smithii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		
S0341	Diceratella smithii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		
S1633	Diceratella smithii	Brassicaceae	Anastaticeae	Heliophilodae (V)	Diceratella		
S1451	Dichasianthus subtilissimus	Brassicaceae	Euclidieae	Hesperodae (III)	Dichasianthus		1188
S1481	Dictyophragmus englerianus	Brassicaceae	Thelypodieae	Brassicodae (II)	Dictyophragmus		
S2440	Dictyophragmus punensis	Brassicaceae	Thelypodieae	Brassicodae (II)	Dictyophragmus		788
S4301	Didesmus aegyptius	Brassicaceae	Brassiceae	Brassicodae (II)	Didesmus		1083
S3821	Didesmus aegyptius	Brassicaceae	Brassiceae	Brassicodae (II)	Didesmus		1173
S0315	Didesmus aegyptius	Brassicaceae	Brassiceae	Brassicodae (II)	Didesmus		1144
S3807	Didesmus bipinnatus	Brassicaceae	Brassiceae	Brassicodae (II)	Didesmus		1121
S2388	Didesmus bipinnatus	Brassicaceae	Brassiceae	Brassicodae (II)	Didesmus		1123
S0766	Didymophysa aucheri	Brassicaceae	Thlaspideae	Brassicodae (II)	Didymophysa		1190
S1335	Didymophysa aucheri	Brassicaceae	Thlaspideae	Brassicodae (II)	Didymophysa		1170
S2619	Didymophysa fedtschenkoana	Brassicaceae	Thlaspideae	Brassicodae (II)	Didymophysa		1218
S0738	Didymophysa fenestrata	Brassicaceae	Thlaspideae	Brassicodae (II)	Didymophysa		514
SRR22964326	Didymophysa fenestrata	Brassicaceae	Thlaspideae	Brassicodae (II)	Didymophysa		128
S0316	Dielsiocharis kotschyi	Brassicaceae	Alyssopsideae	Camelinodae (I)	Dielsiocharis		494
S1524	Dielsiocharis kotschyi	Brassicaceae	Alyssopsideae	Camelinodae (I)	Dielsiocharis	Syntype	
S3016	Dilophia ebracteata	Brassicaceae	Euclidieae	Hesperodae (III)	Dilophia		822
S0729	Dilophia salsa	Brassicaceae	Euclidieae	Hesperodae (III)	Dilophia		633
S1474	Dilophia salsa	Brassicaceae	Euclidieae	Hesperodae (III)	Dilophia		1105
S2196	Dimorphocarpa candicans	Brassicaceae	Physarieae	Camelinodae (I)	Dimorphocarpa		1172
S3018	Dimorphocarpa membranacea	Brassicaceae	Physarieae	Camelinodae (I)	Dimorphocarpa	Holotype	1122
S3865	Dimorphocarpa pinnatifida	Brassicaceae	Physarieae	Camelinodae (I)	Dimorphocarpa		1169
S0294	Dimorphocarpa wislizenii	Brassicaceae	Physarieae	Camelinodae (I)	Dimorphocarpa		1117
S3694	Diplotaxis acris	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1104
S0978	Diplotaxis antoniensis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1039
S2387	Diplotaxis assurgens	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		682
S3613	Diplotaxis assurgens subsp. assurgens	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1173
S3460	Diplotaxis berthautii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1151
S3367	Diplotaxis brachycarpa	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1174
S3370	Diplotaxis brevisiliqua	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1151
S3879	Diplotaxis catholica	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		526
S3889	Diplotaxis catholica	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		943
RB36	Diplotaxis catholica	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1135
23Q09	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1125
23Q11	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1118
S0573	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1499	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1609	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
SRR23263286	Diplotaxis erucoides	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1003	Diplotaxis gorgadensis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1113
S0993	Diplotaxis gracilis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1115
S1439	Diplotaxis gracilis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
23Q40	Diplotaxis griffithii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1123
S0851	Diplotaxis harra	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1194
S3535	Diplotaxis harra subsp. crassifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1158
S3526	Diplotaxis harra subsp. harra	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1181
S3444	Diplotaxis hirta	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1153
S3362	Diplotaxis ibicensis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1183
S3868	Diplotaxis ilorcitana	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1145
S2010	Diplotaxis ilorcitana	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1185
23Q42	Diplotaxis kohlaanensis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1123
RB708	Diplotaxis muralis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		532
RB77	Diplotaxis muralis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1166
23R12	Diplotaxis muralis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1131
ERR8268539	Diplotaxis muralis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		113
SRR23263288	Diplotaxis muralis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S3487	Diplotaxis ollivieri	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1138
S1001	Diplotaxis pitardiana	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1065
S3343	Diplotaxis sahariensis	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1149
S3375	Diplotaxis siettiana	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1157
S1026	Diplotaxis siifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1197
23Q41	Diplotaxis simplex	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1136
S1036	Diplotaxis simplex	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1607	Diplotaxis simplex	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S0980	Diplotaxis sundingii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		381
S3887	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1167
S4293	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1169
23Q06	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1121
S0551	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1445	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1616	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
ERR2990243	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		111
ERR8268518	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		111
SRR11802588	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
SRR23263289	Diplotaxis tenuifolia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
23Q43	Diplotaxis tenuisiliqua	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		817
SRR23263278	Diplotaxis tenuisiliqua	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S0981	Diplotaxis varia	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1186
23Q44	Diplotaxis villosa	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1135
S1615	Diplotaxis viminea	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		127
S1325	Diplotaxis viminea	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1113
S0599	Diplotaxis viminea	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
SRR23263266	Diplotaxis viminea	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S3359	Diplotaxis virgata	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1151
S0587	Diplotaxis virgata	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		1146
23Q46	Diplotaxis vogelii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		977
23Q45	Diplotaxis vogelii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		922
S0982	Diplotaxis vogelii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
S1263	Diplotaxis vogelii	Brassicaceae	Brassiceae	Brassicodae (II)	Diplotaxis		
SRR8528346	Dipoma iberideum	Brassicaceae	Hemilophieae	Camelinodae (I)	Dipoma		895
SRR8528345	Dipoma iberideum	Brassicaceae	Hemilophieae	Camelinodae (I)	Dipoma		899
S1371	Dipoma iberideum	Brassicaceae	Hemilophieae	Camelinodae (I)	Dipoma		1198
ERR7621946	Dipterygium glaucum	Cleomaceae			Dipterygium		1043
S0673	Diptychocarpus strictus	Brassicaceae	Chorisporeae	Hesperodae (III)	Diptychocarpus		1077
ERR4207766	Diptychocarpus strictus	Brassicaceae	Chorisporeae	Hesperodae (III)	Diptychocarpus		93
SRR3501167	Diptychocarpus strictus	Brassicaceae	Chorisporeae	Hesperodae (III)	Diptychocarpus		
SRR3501168	Diptychocarpus strictus	Brassicaceae	Chorisporeae	Hesperodae (III)	Diptychocarpus		
SRR3501169	Diptychocarpus strictus	Brassicaceae	Chorisporeae	Hesperodae (III)	Diptychocarpus		
S0903	Dithyrea californica	Brassicaceae	Physarieae	Camelinodae (I)	Dithyrea		1141
S2466	Dithyrea maritima	Brassicaceae	Physarieae	Camelinodae (I)	Dithyrea		1095
S2415	Dontostemon crassifolius	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		946
S2297	Dontostemon dentatus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		833
S2532	Dontostemon elegans	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		970
S4144	Dontostemon glandulosus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		87
S2662	Dontostemon gubanovii	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		1162
S4175	Dontostemon hispidus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		785
S4060	Dontostemon hispidus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		929
SRR8528339	Dontostemon integrifolius	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		865
S2294	Dontostemon micranthus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		1062
ERR4209146	Dontostemon micranthus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		95
S2319	Dontostemon perennis	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		339
S2590	Dontostemon pinnatifidus	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		1142
S2482	Dontostemon senilis	Brassicaceae	Dontostemoneae	Hesperodae (III)	Dontostemon		953
S1265	Douepea arabica	Brassicaceae	Brassiceae	Brassicodae (II)	Douepea		1116
S0954	Douepea tortuosa	Brassicaceae	Brassiceae	Brassicodae (II)	Douepea		1177
HEID8010238	Draba abajoensis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1112
HEID8003308	Draba acaulis	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1115
HEID8010400	Draba affghanica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1161
S0567	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
S1340	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1189
HEID504676	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1135
HEID410287	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1133
ERR2990279	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		111
HEID410066	Draba aizoides	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1143
S2687	Draba alajica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1207
HEID8009938	Draba albertii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1112
HEID8010128	Draba albertina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1127
S4560	Draba aleutica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1156
HEID8010217	Draba aleutica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1127
HEID8008298	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		721
HEID8010808	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1082
HEID8008402	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1117
S1515	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1065
HEID700481	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1112
ERR5555216	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		112
S0977	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
S1987	Draba alpina	Brassicaceae	Arabideae	Arabodae (IV)	Draba		
HEID500028	Draba alshehbazii	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1128
HEID500035	Draba altaica	Brassicaceae	Arabideae	Arabodae (IV)	Draba		1113
